"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Electrical and Computer Engineering","E E 242","Signals, Systems, and Data I ","5","MATH 135, MATH 207, AMATH 351, E E 241, CSE 163","Introduction to signal processing, including both continuous- and discrete-time signals and systems. Basic signals including impulses, unit steps, periodic signals and complex exponentials. Convolution of signals. Fourier series and transforms. Linear, time-invariant filters. Computer laboratory.","either MATH 135, MATH 207, or AMATH 351, any of which may be taken concurrently; and either E E 241, which may be taken concurrently, or CSE 163.","Signal Processing & Communication, Embedded & Real-Time Systems, Computation & Scientific Computing"
"Electrical and Computer Engineering","E E 271","Digital Circuits and Systems","5","CSE 121, CSE 122, CSE 123, CSE 142, CSE 143","Overview of digital computer systems. Covers logic, Boolean algebra, combinational and sequential circuits and logic design; programmable logic devices; and the design and operation of digital computers, including ALU, memory, and I/O. Weekly laboratories.","either CSE 121, CSE 122, CSE 123, CSE 142, or CSE 143.","Computer Hardware & Architecture, Computer-Aided Mathematics, Computer Networks & Security"
"Electrical and Computer Engineering","E E 280","Exploring Devices","4","E E 215","Overview of modern electronic and photonic devices underlying modern electronic products including smartphones, traffic lights, lasers, solar cells, personal computers, and chargers. Introduction to modeling and principles of physics relevant to the analysis of electrical and optical/photonic devices. recommended: either Python programming or Matlab; and Linux.","E E 215, which may be taken concurrently; and either PHYS 122 or PHYS 142; ","Computer Hardware & Architecture, Quantum Computing & Information, Embedded & Real-Time Systems"
"Electrical and Computer Engineering","E E 299","Introductory Topics in Electrical Engineering","3","","New and experimental approaches to basic electrical engineering. May include design and construction projects","no","Power Systems & Energy Engineering, Bioengineering & Neural Engineering, Software Development & Engineering"
"Electrical and Computer Engineering","E E 321","Computing Fundamentals","4","MATH 126, MATH 136, CSE 123, CSE 143","Covers the theoretical and mathematical foundations of computation. Logic, set theory, induction, and algebraic structures with applications to computing; models of computation; limits of computability; P, NP, and NP-Complete.","either MATH 126 or MATH 136; and either CSE 123 or CSE 143.","Computation & Scientific Computing, Computer-Aided Mathematics, Quantum Computing & Information"
"Electrical and Computer Engineering","E E 331","Devices and Circuits I","5","E E 233","Physics, characteristics, applications, analysis, and design of circuits using semiconductor diodes and field-effect transistors with an emphasis on large-signal behavior and digital logic circuits. Classroom concepts are reinforced through laboratory experiments and design exercises.","1.0 in E E 233","Computer Hardware & Architecture, Mathematics Education & Career Development, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 332","Devices and Circuits II","5","E E 331","Characteristics of bipolar transistors, large- and small- signal models for bipolar and field effect transistors, linear circuit applications, including low and high frequency analysis of differential amplifiers, current sources, gain stages and output stages, internal circuitry of op-amps, op-amp configurations, op-amp stability and compensation. Weekly laboratory.","1.0 in E E 331.","Computer Hardware & Architecture, Power Systems & Energy Engineering, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 342","Signals, Systems, and Data II","4","E E 242","Review of basic signal processing concepts. Two-sided Laplace and z -transforms and connection to Fourier transforms. Modulation, sampling and the fast Fourier transform. Short-time Fourier transform. Multi-rate signal processing. Applications including inference and machine learning. Computer laboratory.","E E 242","Signal Processing & Communication, Computer-Aided Mathematics, Computation & Scientific Computing"
"Electrical and Computer Engineering","E E 351","Energy Systems","5","E E 215","Develops understanding of modern energy systems through theory and analysis of the system and its components. Discussions of generation, transmission, and utilization are complemented by environmental and energy resources topics as well as electromechanical conversion, power electronics, electric safety, renewable energy, and electricity blackouts.","a minimum grade of 1.0 in E E 215.","Power Systems & Energy Engineering, Embedded & Real-Time Systems, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 361","Applied Electromagnetics","5","E E 215","Introductory electromagnetic field theory and Maxwell's equations in integral and differential forms; uniform plane waves in linear media; boundary conditions and reflection and transmission of waves; guided waves; transmission lines and Smith chart; electrostatics.","a minimum grade of 1.0 in E E 215; and either PHYS 123 or PHYS 143.","Differential Equations & Dynamical Systems, Power Systems & Energy Engineering, Numerical Analysis"
"Electrical and Computer Engineering","E E 371","Design of Digital Circuits and Systems","5","E E 205, E E 215, E E 271, CSE 369","Provides a theoretical background in, and practical experience with, tools, and techniques for modeling complex digital systems with the Verilog hardware description language, maintaining signal integrity, managing power consumption, and ensuring robust intra- and inter-system communication.","either E E 205 or E E 215; either E E 271 or CSE 369.","Computer Hardware & Architecture, Embedded & Real-Time Systems, Signal Processing & Communication"
"Electrical and Computer Engineering","E E 391","Probability for Information and Communication Engineering","4","E E 241, MATH 126, MATH 136","Introduces probabilistic concepts for Electrical and Computer Engineering majors with applications to information/data science, signal processing, and communication systems. Includes accompanying Python labs that apply probabilistic concepts to these application domains. ","E E 235 or E E 241; and MATH 126 or MATH 136","Probability & Stochastic Processes, Data Science & Data Engineering, Computer-Aided Mathematics"
"Electrical and Computer Engineering","E E 393","Advanced Technical Communication ","4","","Practical skills for day-to-day engineering communication as well as an advanced exploration of how to prepare persuasive documents and presentations for technical and non-technical audiences.","no","Software Development & Engineering, Human-Computer Interaction & UI/UX, Mathematics Education & Career Development"
"Electrical and Computer Engineering","E E 397"," Sex and Gender in Engineering","3","","Explores professional issues faced by women as well as sexual and gender minorities (LGBTQ+) in the engineering workplace.","no","Human-Computer Interaction & UI/UX, Software Development & Engineering, Data Science & Data Engineering"
"Electrical and Computer Engineering","E E 398","Introduction to Professional Issues","1","","Covers topics of interest to students planning their educational and professional path, including salaries, the value of advanced degrees, societal expectations of engineering professionals, the corporate enterprise, ethical dilemmas, patents and trade secrets, outsourcing, and the global market.","no","Mathematics Education & Career Development, Software Development & Engineering, Human-Computer Interaction & UI/UX"
"Electrical and Computer Engineering","E E 406","Teaching Engineering","3","","Explores effective and inclusive teaching techniques in engineering and related STEM fields. Includes active and problem-based learning with attention to how racial, ethnicity, gender, and socioeconomic differences affect how students learn and interact with teachers (including faculty and teaching assistants).","no","Mathematics Education & Career Development, Human-Computer Interaction & UI/UX, Bioengineering & Neural Engineering"
"Electrical and Computer Engineering","E E 414","Engineering Innovation in Health","3","","Introduces the role of Innovation and engineering in the design of medical devices and healthcare technologies, applicable both to medical practice and healthcare-focused engineering. May serve as the first course in a medically related senior design project sequence. Discusses medical practice, clinical needs finding, FDA regulation, insurance reimbursement, intellectual property, and the medical device design process. ","Recommended: M E 123 and M E 354.","Software Development & Engineering, Data Science & Data Engineering, Bioengineering & Neural Engineering"
"Electrical and Computer Engineering","E E 416","Random Signals for Communications and Signal Processing","4","E E 242, MATH 394","Probability and random processes in communications. Random variables, distributions, and expectation. Statistical filter design for detection and estimation.","either E E 242 or E E 341; either STAT 390, MATH 394/STAT 394, or IND E 315.","Signal Processing & Communication, Probability & Stochastic Processes, Analysis & Real Analysis"
"Electrical and Computer Engineering","E E 417","Modern Wireless Communications","4","E E 416","Introduction to wireless networks as an application of basic communication theorems. Examines modulation techniques for digital communications, signal space, optimum receiver design, error performance, error control coding for high reliability, mulitpath fading and its effects, RF link budget analysis, WiFi and Wimax systems. ","E E 416","Signal Processing & Communication, Topology & Geometry, Discrete Mathematics & Graph Theory"
"Electrical and Computer Engineering","E E 418","Network Security and Cryptography","4","CSE 163, E E 241, MATH 136, MATH 208, MATH 394","Fundamental principles of cryptography and its application to network and communication security. An introduction to the fundamental tools in cryptography and the protocols that enable its application to network and communication security.","CSE 163 or E E 241; either MATH 136, MATH 208, or MATH 308; and either IND E 315, MATH 394/STAT 394, or STAT 390.","Computer Networks & Security, Computer Hardware & Architecture, Quantum Computing & Information"
